REGION,TIMESLICE,FUEL,YEAR,VALUE
"GLOBAL","S1D1","ELCNPLXX02",2020,4.3481078491
"GLOBAL","S1D1","ELCNPLXX02",2021,4.9217181157
"GLOBAL","S1D1","ELCNPLXX02",2022,5.4953283823
"GLOBAL","S1D1","ELCNPLXX02",2023,6.0689386489
"GLOBAL","S1D1","ELCNPLXX02",2024,6.6425489155
"GLOBAL","S1D1","ELCNPLXX02",2025,7.2161591821
"GLOBAL","S1D1","ELCNPLXX02",2026,7.8906330506
"GLOBAL","S1D1","ELCNPLXX02",2027,8.5650962242
"GLOBAL","S1D1","ELCNPLXX02",2028,9.2395593978
"GLOBAL","S1D1","ELCNPLXX02",2029,9.9140332663
"GLOBAL","S1D1","ELCNPLXX02",2030,10.5884964399
"GLOBAL","S1D1","ELCNPLXX02",2031,11.35156686
"GLOBAL","S1D1","ELCNPLXX02",2032,12.114541026
"GLOBAL","S1D1","ELCNPLXX02",2033,12.877515192
"GLOBAL","S1D1","ELCNPLXX02",2034,13.640596307
"GLOBAL","S1D1","ELCNPLXX02",2035,14.403570473
"GLOBAL","S1D1","ELCNPLXX02",2036,15.254991462
"GLOBAL","S1D1","ELCNPLXX02",2037,16.106412451
"GLOBAL","S1D1","ELCNPLXX02",2038,16.95783344
"GLOBAL","S1D1","ELCNPLXX02",2039,17.80914748
"GLOBAL","S1D1","ELCNPLXX02",2040,18.660568469
"GLOBAL","S1D1","ELCNPLXX02",2041,19.588137146
"GLOBAL","S1D1","ELCNPLXX02",2042,20.515705823
"GLOBAL","S1D1","ELCNPLXX02",2043,21.4432745
"GLOBAL","S1D1","ELCNPLXX02",2044,22.370843177
"GLOBAL","S1D1","ELCNPLXX02",2045,23.298411854
"GLOBAL","S1D1","ELCNPLXX02",2046,24.325443101
"GLOBAL","S1D1","ELCNPLXX02",2047,25.352581297
"GLOBAL","S1D1","ELCNPLXX02",2048,26.379612544
"GLOBAL","S1D1","ELCNPLXX02",2049,27.40675074
"GLOBAL","S1D1","ELCNPLXX02",2050,28.433888936
"GLOBAL","S1D1","ELCNPLXX02",2051,29.726581499
"GLOBAL","S1D1","ELCNPLXX02",2052,31.019274062
"GLOBAL","S1D1","ELCNPLXX02",2053,32.311966625
"GLOBAL","S1D1","ELCNPLXX02",2054,33.604766137
"GLOBAL","S1D1","ELCNPLXX02",2055,34.8974587
"GLOBAL","S1D1","ELCNPLXX02",2056,36.330468351
"GLOBAL","S1D1","ELCNPLXX02",2057,37.763584951
"GLOBAL","S1D1","ELCNPLXX02",2058,39.196594602
"GLOBAL","S1D1","ELCNPLXX02",2059,40.629711202
"GLOBAL","S1D1","ELCNPLXX02",2060,42.062720853
"GLOBAL","S1D1","ELCNPLXX02",2061,43.635405898
"GLOBAL","S1D1","ELCNPLXX02",2062,45.208090943
"GLOBAL","S1D1","ELCNPLXX02",2063,46.780775988
"GLOBAL","S1D1","ELCNPLXX02",2064,48.353567982
"GLOBAL","S1D1","ELCNPLXX02",2065,49.926253027
"GLOBAL","S1D1","ELCNPLXX02",2066,51.647383284
"GLOBAL","S1D1","ELCNPLXX02",2067,53.368513541
"GLOBAL","S1D1","ELCNPLXX02",2068,55.089643798
"GLOBAL","S1D1","ELCNPLXX02",2069,56.810881004
"GLOBAL","S1D1","ELCNPLXX02",2070,58.532011261
"GLOBAL","S1D2","ELCNPLXX02",2020,4.0918943673
"GLOBAL","S1D2","ELCNPLXX02",2021,4.6317044871
"GLOBAL","S1D2","ELCNPLXX02",2022,5.1715146069
"GLOBAL","S1D2","ELCNPLXX02",2023,5.7113247267
"GLOBAL","S1D2","ELCNPLXX02",2024,6.2511348465
"GLOBAL","S1D2","ELCNPLXX02",2025,6.7909449663
"GLOBAL","S1D2","ELCNPLXX02",2026,7.4256752718
"GLOBAL","S1D2","ELCNPLXX02",2027,8.0603955126
"GLOBAL","S1D2","ELCNPLXX02",2028,8.6951157534
"GLOBAL","S1D2","ELCNPLXX02",2029,9.3298460589
"GLOBAL","S1D2","ELCNPLXX02",2030,9.9645662997
"GLOBAL","S1D2","ELCNPLXX02",2031,10.68267258
"GLOBAL","S1D2","ELCNPLXX02",2032,11.400688278
"GLOBAL","S1D2","ELCNPLXX02",2033,12.118703976
"GLOBAL","S1D2","ELCNPLXX02",2034,12.836820321
"GLOBAL","S1D2","ELCNPLXX02",2035,13.554836019
"GLOBAL","S1D2","ELCNPLXX02",2036,14.356086786
"GLOBAL","S1D2","ELCNPLXX02",2037,15.157337553
"GLOBAL","S1D2","ELCNPLXX02",2038,15.95858832
"GLOBAL","S1D2","ELCNPLXX02",2039,16.75973844
"GLOBAL","S1D2","ELCNPLXX02",2040,17.560989207
"GLOBAL","S1D2","ELCNPLXX02",2041,18.433900638
"GLOBAL","S1D2","ELCNPLXX02",2042,19.306812069
"GLOBAL","S1D2","ELCNPLXX02",2043,20.1797235
"GLOBAL","S1D2","ELCNPLXX02",2044,21.052634931
"GLOBAL","S1D2","ELCNPLXX02",2045,21.925546362
"GLOBAL","S1D2","ELCNPLXX02",2046,22.892059503
"GLOBAL","S1D2","ELCNPLXX02",2047,23.858673291
"GLOBAL","S1D2","ELCNPLXX02",2048,24.825186432
"GLOBAL","S1D2","ELCNPLXX02",2049,25.79180022
"GLOBAL","S1D2","ELCNPLXX02",2050,26.758414008
"GLOBAL","S1D2","ELCNPLXX02",2051,27.974934297
"GLOBAL","S1D2","ELCNPLXX02",2052,29.191454586
"GLOBAL","S1D2","ELCNPLXX02",2053,30.407974875
"GLOBAL","S1D2","ELCNPLXX02",2054,31.624595811
