REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
"GLOBAL","PWRCCGNPLXX01","CO2",2020,0.776417054397562
"GLOBAL","PWRCCGNPLXX01","CO2",2021,0.560752330175474
"GLOBAL","PWRCCGNPLXX01","CO2",2022,0.55230317177984
"GLOBAL","PWRCCGNPLXX01","CO2",2023,0.543854013384207
"GLOBAL","PWRCCGNPLXX01","CO2",2024,0.535404854988575
"GLOBAL","PWRCCGNPLXX01","CO2",2025,0.526955696592942
"GLOBAL","PWRCCGNPLXX01","CO2",2026,0.514009534968437
"GLOBAL","PWRCCGNPLXX01","CO2",2027,0.479241224793729
"GLOBAL","PWRCCGNPLXX01","CO2",2028,0.437912648852263
"GLOBAL","PWRCCGNPLXX01","CO2",2029,0.405461559295964
"GLOBAL","PWRCCGNPLXX01","CO2",2030,0.373010984305424
"GLOBAL","PWRCCGNPLXX01","CO2",2031,0.33629723200617
"GLOBAL","PWRCCGNPLXX01","CO2",2032,0.303865896830465
"GLOBAL","PWRCCGNPLXX01","CO2",2033,0.286724100476465
"GLOBAL","PWRCCGNPLXX01","CO2",2034,0.309764399970409
"GLOBAL","PWRCCGNPLXX01","CO2",2035,0.29866333534048
"GLOBAL","PWRCCGNPLXX01","CO2",2036,0.286275393720228
"GLOBAL","PWRCCGNPLXX01","CO2",2037,0.27388745209998
"GLOBAL","PWRCCGNPLXX01","CO2",2038,0.26149951047973
"GLOBAL","PWRCCGNPLXX01","CO2",2039,0.249113124938067
"GLOBAL","PWRCCGNPLXX01","CO2",2040,0.236725183317816
"GLOBAL","PWRCCGNPLXX01","CO2",2041,0.223229313744592
"GLOBAL","PWRCCGNPLXX01","CO2",2042,0.209733444171368
"GLOBAL","PWRCCGNPLXX01","CO2",2043,0.207321750067967
"GLOBAL","PWRCCGNPLXX01","CO2",2044,0.207826326277028
"GLOBAL","PWRCCGNPLXX01","CO2",2045,0.208330902486087
"GLOBAL","PWRCCGNPLXX01","CO2",2046,0.208889584065195
"GLOBAL","PWRCCGNPLXX01","CO2",2047,0.209448323822116
"GLOBAL","PWRCCGNPLXX01","CO2",2048,0.210007005401226
"GLOBAL","PWRCCGNPLXX01","CO2",2049,0.210565745158153
"GLOBAL","PWRCCGNPLXX01","CO2",2050,0.046402161620675
"GLOBAL","PWRCCGNPLXX01","CO2",2051,0.0485117474521851
"GLOBAL","PWRCCGNPLXX01","CO2",2052,0.050621333283696
"GLOBAL","PWRCCGNPLXX01","CO2",2053,0.0527309191152133
"GLOBAL","PWRCCGNPLXX01","CO2",2054,0.0548406794801718
"GLOBAL","PWRCCGNPLXX01","CO2",2055,0.056950265311683
"GLOBAL","PWRCCGNPLXX01","CO2",2056,0.0592888390319194
"GLOBAL","PWRCCGNPLXX01","CO2",2057,0.061627587285599
"GLOBAL","PWRCCGNPLXX01","CO2",2058,0.0639661610058305
"GLOBAL","PWRCCGNPLXX01","CO2",2059,0.0663049092595147
"GLOBAL","PWRCCGNPLXX01","CO2",2060,0.0686434829797337
"GLOBAL","PWRCCGNPLXX01","CO2",2061,0.0712099973879868
"GLOBAL","PWRCCGNPLXX01","CO2",2062,0.0737765117962249
"GLOBAL","PWRCCGNPLXX01","CO2",2063,0.0763430262044671
"GLOBAL","PWRCCGNPLXX01","CO2",2064,0.0789097151461527
"GLOBAL","PWRCCGNPLXX01","CO2",2065,0.081476229554388
"GLOBAL","PWRCCGNPLXX01","CO2",2066,0.0842849963936773
"GLOBAL","PWRCCGNPLXX01","CO2",2067,0.0870937632329712
"GLOBAL","PWRCCGNPLXX01","CO2",2068,0.0899025300722636
"GLOBAL","PWRCCGNPLXX01","CO2",2069,0.0927114714450197
"GLOBAL","PWRCCGNPLXX01","CO2",2070,0.0955202382842956
"GLOBAL","PWRCOANPLXX01","CO2",2020,1.47226508518831
"GLOBAL","PWRCOANPLXX01","CO2",2021,2.35659580997965
"GLOBAL","PWRCOANPLXX01","CO2",2022,2.85656843752232
"GLOBAL","PWRCOANPLXX01","CO2",2023,3.35654106506499
"GLOBAL","PWRCOANPLXX01","CO2",2024,3.85651369260766
"GLOBAL","PWRCOANPLXX01","CO2",2025,4.35648632015033
"GLOBAL","PWRCOANPLXX01","CO2",2026,4.94433956712088
"GLOBAL","PWRCOANPLXX01","CO2",2027,5.55108961770716
"GLOBAL","PWRCOANPLXX01","CO2",2028,6.21613649379485
"GLOBAL","PWRCOANPLXX01","CO2",2029,6.86472610983748
"GLOBAL","PWRCOANPLXX01","CO2",2030,7.51330544141779
"GLOBAL","PWRCOANPLXX01","CO2",2031,8.24709154329721
"GLOBAL","PWRCOANPLXX01","CO2",2032,8.97285034472234
"GLOBAL","PWRCOANPLXX01","CO2",2033,9.67024902741853
"GLOBAL","PWRCOANPLXX01","CO2",2034,10.1312606535504
"GLOBAL","PWRCOANPLXX01","CO2",2035,10.7931097745318
"GLOBAL","PWRCOANPLXX01","CO2",2036,11.5316829245364
"GLOBAL","PWRCOANPLXX01","CO2",2037,12.270256074541
"GLOBAL","PWRCOANPLXX01","CO2",2038,13.0088292245456
"GLOBAL","PWRCOANPLXX01","CO2",2039,13.7473096006336
"GLOBAL","PWRCOANPLXX01","CO2",2040,14.4858827506382
"GLOBAL","PWRCOANPLXX01","CO2",2041,15.2905109292576
"GLOBAL","PWRCOANPLXX01","CO2",2042,16.0951391078771
"GLOBAL","PWRCOANPLXX01","CO2",2043,16.8073358476389
"GLOBAL","PWRCOANPLXX01","CO2",2044,17.4952136778154
"GLOBAL","PWRCOANPLXX01","CO2",2045,18.1830915079919
"GLOBAL","PWRCOANPLXX01","CO2",2046,18.9447300186784
"GLOBAL","PWRCOANPLXX01","CO2",2047,19.7064478419247
"GLOBAL","PWRCOANPLXX01","CO2",2048,20.4680863526112
"GLOBAL","PWRCOANPLXX01","CO2",2049,21.2298041758574
"GLOBAL","PWRCOANPLXX01","CO2",2050,21.2289723674102
"GLOBAL","PWRCOANPLXX01","CO2",2051,22.1941338851116
"GLOBAL","PWRCOANPLXX01","CO2",2052,23.1592954028131
"GLOBAL","PWRCOANPLXX01","CO2",2053,24.1244569205146
"GLOBAL","PWRCOANPLXX01","CO2",2054,25.0896982894212
"GLOBAL","PWRCOANPLXX01","CO2",2055,26.0548598071227
"GLOBAL","PWRCOANPLXX01","CO2",2056,27.1247861060953
"GLOBAL","PWRCOANPLXX01","CO2",2057,28.1947922562731
"GLOBAL","PWRCOANPLXX01","CO2",2058,29.2647185552458
"GLOBAL","PWRCOANPLXX01","CO2",2059,30.3347247054236
"GLOBAL","PWRCOANPLXX01","CO2",2060,31.4046510043962
"GLOBAL","PWRCOANPLXX01","CO2",2061,32.5788629774085
"GLOBAL","PWRCOANPLXX01","CO2",2062,33.7530749504208
"GLOBAL","PWRCOANPLXX01","CO2",2063,34.9272869234331
"GLOBAL","PWRCOANPLXX01","CO2",2064,36.1015787476507
"GLOBAL","PWRCOANPLXX01","CO2",2065,37.275790720663
"GLOBAL","PWRCOANPLXX01","CO2",2066,38.5608361665445
"GLOBAL","PWRCOANPLXX01","CO2",2067,39.845881612426
"GLOBAL","PWRCOANPLXX01","CO2",2068,41.1309270583075
"GLOBAL","PWRCOANPLXX01","CO2",2069,42.4160523553942
"GLOBAL","PWRCOANPLXX01","CO2",2070,43.7010978012757
