REGION,YEAR,VALUE
"GLOBAL",2020,1786.97658523333
"GLOBAL",2021,649.25911098938
"GLOBAL",2022,665.121450200968
"GLOBAL",2023,676.23744700037
"GLOBAL",2024,683.171732886202
"GLOBAL",2025,686.432648526171
"GLOBAL",2026,734.730611513813
"GLOBAL",2027,764.96271735491
"GLOBAL",2028,743.693250406527
"GLOBAL",2029,738.08389376883
"GLOBAL",2030,729.497566964124
"GLOBAL",2031,756.112104467856
"GLOBAL",2032,753.705060735277
"GLOBAL",2033,750.670898006471
"GLOBAL",2034,781.276291998011
"GLOBAL",2035,741.362058237423
"GLOBAL",2036,757.989860842319
"GLOBAL",2037,751.203555203686
"GLOBAL",2038,743.344766517393
"GLOBAL",2039,734.505676922642
"GLOBAL",2040,724.867888285298
"GLOBAL",2041,731.031527847228
"GLOBAL",2042,718.990546055856
"GLOBAL",2043,722.379882695887
"GLOBAL",2044,711.158639714899
"GLOBAL",2045,700.605503504654
"GLOBAL",2046,696.256720804785
"GLOBAL",2047,680.781865757495
"GLOBAL",2048,665.021953738521
"GLOBAL",2049,649.099226061782
"GLOBAL",2050,1100.76547912182
"GLOBAL",2051,680.534358903305
"GLOBAL",2052,663.494908140819
"GLOBAL",2053,646.284729872835
"GLOBAL",2054,628.969003774368
"GLOBAL",2055,611.568415485038
"GLOBAL",2056,611.853039516649
"GLOBAL",2057,598.770902134799
"GLOBAL",2058,579.641126328432
"GLOBAL",2059,562.220090430986
"GLOBAL",2060,544.842255052731
"GLOBAL",2061,537.605756139351
"GLOBAL",2062,520.680252486038
"GLOBAL",2063,503.830349573251
"GLOBAL",2064,489.535814364008
"GLOBAL",2065,470.778195246064
"GLOBAL",2066,459.421714016332
"GLOBAL",2067,443.301250117087
"GLOBAL",2068,427.319431265406
"GLOBAL",2069,411.500430639356
"GLOBAL",2070,395.863299727549
