REGION,EMISSION,YEAR,VALUE
"GLOBAL","CO2",2020,2.24868213958587
"GLOBAL","CO2",2021,2.91734814015512
"GLOBAL","CO2",2022,3.40887160930216
"GLOBAL","CO2",2023,3.90039507844919
"GLOBAL","CO2",2024,4.39191854759623
"GLOBAL","CO2",2025,4.88344201674327
"GLOBAL","CO2",2026,5.45834910208932
"GLOBAL","CO2",2027,6.03033084250089
"GLOBAL","CO2",2028,6.65404914264712
"GLOBAL","CO2",2029,7.27018766913344
"GLOBAL","CO2",2030,7.88631642572321
"GLOBAL","CO2",2031,8.58338877530338
"GLOBAL","CO2",2032,9.27671624155281
"GLOBAL","CO2",2033,9.956973127895
"GLOBAL","CO2",2034,10.4410250535208
"GLOBAL","CO2",2035,11.0917731098723
"GLOBAL","CO2",2036,11.8179583182566
"GLOBAL","CO2",2037,12.5441435266409
"GLOBAL","CO2",2038,13.2703287350253
"GLOBAL","CO2",2039,13.9964227255716
"GLOBAL","CO2",2040,14.722607933956
"GLOBAL","CO2",2041,15.5137402430022
"GLOBAL","CO2",2042,16.3048725520485
"GLOBAL","CO2",2043,17.0146575977069
"GLOBAL","CO2",2044,17.7030400040924
"GLOBAL","CO2",2045,18.391422410478
"GLOBAL","CO2",2046,19.1536196027436
"GLOBAL","CO2",2047,19.9158961657468
"GLOBAL","CO2",2048,20.6780933580125
"GLOBAL","CO2",2049,21.4403699210156
"GLOBAL","CO2",2050,21.2753745290308
"GLOBAL","CO2",2051,22.2426456325638
"GLOBAL","CO2",2052,23.2099167360968
"GLOBAL","CO2",2053,24.1771878396298
"GLOBAL","CO2",2054,25.1445389689014
"GLOBAL","CO2",2055,26.1118100724344
"GLOBAL","CO2",2056,27.1840749451272
"GLOBAL","CO2",2057,28.2564198435587
"GLOBAL","CO2",2058,29.3286847162516
"GLOBAL","CO2",2059,30.4010296146831
"GLOBAL","CO2",2060,31.4732944873759
"GLOBAL","CO2",2061,32.6500729747965
"GLOBAL","CO2",2062,33.826851462217
"GLOBAL","CO2",2063,35.0036299496376
"GLOBAL","CO2",2064,36.1804884627968
"GLOBAL","CO2",2065,37.3572669502174
"GLOBAL","CO2",2066,38.6451211629381
"GLOBAL","CO2",2067,39.9329753756589
"GLOBAL","CO2",2068,41.2208295883797
"GLOBAL","CO2",2069,42.5087638268392
"GLOBAL","CO2",2070,43.79661803956
