REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"GLOBAL","MINCOANPL","COANPL",2020,46.0773209941035
"GLOBAL","MINCOANPL","COANPL",2021,73.7541239564905
"GLOBAL","MINCOANPL","COANPL",2022,89.4017131571829
"GLOBAL","MINCOANPL","COANPL",2023,105.049302357875
"GLOBAL","MINCOANPL","COANPL",2024,120.696891558568
"GLOBAL","MINCOANPL","COANPL",2025,136.34448075926
"GLOBAL","MINCOANPL","COANPL",2026,154.742460192851
"GLOBAL","MINCOANPL","COANPL",2027,173.731850843568
"GLOBAL","MINCOANPL","COANPL",2028,194.5457509312
"GLOBAL","MINCOANPL","COANPL",2029,214.844589932749
"GLOBAL","MINCOANPL","COANPL",2030,235.143107062593
"GLOBAL","MINCOANPL","COANPL",2031,258.108331258605
"GLOBAL","MINCOANPL","COANPL",2032,280.822325901278
"GLOBAL","MINCOANPL","COANPL",2033,302.648736978158
"GLOBAL","MINCOANPL","COANPL",2034,317.07696793534
"GLOBAL","MINCOANPL","COANPL",2035,337.790788227576
"GLOBAL","MINCOANPL","COANPL",2036,360.905832150549
"GLOBAL","MINCOANPL","COANPL",2037,384.020876073522
"GLOBAL","MINCOANPL","COANPL",2038,407.135919996496
"GLOBAL","MINCOANPL","COANPL",2039,430.248060384244
"GLOBAL","MINCOANPL","COANPL",2040,453.363104307218
"GLOBAL","MINCOANPL","COANPL",2041,478.5454653101
"GLOBAL","MINCOANPL","COANPL",2042,503.727826312982
"GLOBAL","MINCOANPL","COANPL",2043,526.017370579911
"GLOBAL","MINCOANPL","COANPL",2044,547.545808566141
"GLOBAL","MINCOANPL","COANPL",2045,569.074246552372
"GLOBAL","MINCOANPL","COANPL",2046,592.911164571715
"GLOBAL","MINCOANPL","COANPL",2047,616.750564827654
"GLOBAL","MINCOANPL","COANPL",2048,640.587482846997
"GLOBAL","MINCOANPL","COANPL",2049,664.426883102934
"GLOBAL","MINCOANPL","COANPL",2050,664.400850084005
"GLOBAL","MINCOANPL","COANPL",2051,694.607405621929
"GLOBAL","MINCOANPL","COANPL",2052,724.813961159852
"GLOBAL","MINCOANPL","COANPL",2053,755.020516697776
"GLOBAL","MINCOANPL","COANPL",2054,785.229571330226
"GLOBAL","MINCOANPL","COANPL",2055,815.436126868148
"GLOBAL","MINCOANPL","COANPL",2056,848.921494424418
"GLOBAL","MINCOANPL","COANPL",2057,882.409361075215
"GLOBAL","MINCOANPL","COANPL",2058,915.894728631485
"GLOBAL","MINCOANPL","COANPL",2059,949.382595282281
"GLOBAL","MINCOANPL","COANPL",2060,982.867962838551
"GLOBAL","MINCOANPL","COANPL",2061,1019.61714784601
"GLOBAL","MINCOANPL","COANPL",2062,1056.36633285347
"GLOBAL","MINCOANPL","COANPL",2063,1093.11551786093
"GLOBAL","MINCOANPL","COANPL",2064,1129.86720196292
"GLOBAL","MINCOANPL","COANPL",2065,1166.61638697038
"GLOBAL","MINCOANPL","COANPL",2066,1206.83431518017
"GLOBAL","MINCOANPL","COANPL",2067,1247.05224338997
"GLOBAL","MINCOANPL","COANPL",2068,1287.27017159976
"GLOBAL","MINCOANPL","COANPL",2069,1327.49059890408
"GLOBAL","MINCOANPL","COANPL",2070,1367.70852711388
"GLOBAL","MINGASNPL","GASNPL",2020,30.8714534551714
"GLOBAL","MINGASNPL","GASNPL",2021,22.2963153151282
"GLOBAL","MINGASNPL","GASNPL",2022,21.960364683095
"GLOBAL","MINGASNPL","GASNPL",2023,21.6244140510619
"GLOBAL","MINGASNPL","GASNPL",2024,21.2884634190288
"GLOBAL","MINGASNPL","GASNPL",2025,20.9525127869957
"GLOBAL","MINGASNPL","GASNPL",2026,20.4377548695204
"GLOBAL","MINGASNPL","GASNPL",2027,19.0553170892139
"GLOBAL","MINGASNPL","GASNPL",2028,17.412033751581
"GLOBAL","MINGASNPL","GASNPL",2029,16.1217319799588
"GLOBAL","MINGASNPL","GASNPL",2030,14.8314506682077
"GLOBAL","MINGASNPL","GASNPL",2031,13.371659324301
"GLOBAL","MINGASNPL","GASNPL",2032,12.0821430151278
"GLOBAL","MINGASNPL","GASNPL",2033,11.4005606551278
"GLOBAL","MINGASNPL","GASNPL",2034,12.3166759431574
"GLOBAL","MINGASNPL","GASNPL",2035,11.8752817232795
"GLOBAL","MINGASNPL","GASNPL",2036,11.3827194322158
"GLOBAL","MINGASNPL","GASNPL",2037,10.8901571411523
"GLOBAL","MINGASNPL","GASNPL",2038,10.3975948500887
"GLOBAL","MINGASNPL","GASNPL",2039,9.90509443093706
"GLOBAL","MINGASNPL","GASNPL",2040,9.41253213987338
"GLOBAL","MINGASNPL","GASNPL",2041,8.87591704749871
"GLOBAL","MINGASNPL","GASNPL",2042,8.339301955124
"GLOBAL","MINGASNPL","GASNPL",2043,8.243409545446
"GLOBAL","MINGASNPL","GASNPL",2044,8.26347221777449
"GLOBAL","MINGASNPL","GASNPL",2045,8.28353489010285
"GLOBAL","MINGASNPL","GASNPL",2046,8.30574886939146
"GLOBAL","MINGASNPL","GASNPL",2047,8.32796516191315
"GLOBAL","MINGASNPL","GASNPL",2048,8.35017914120181
"GLOBAL","MINGASNPL","GASNPL",2049,8.37239543372377
"GLOBAL","MINGASNPL","GASNPL",2050,1.84501636662724
"GLOBAL","MINGASNPL","GASNPL",2051,1.92889651897356
"GLOBAL","MINGASNPL","GASNPL",2052,2.01277667131992
"GLOBAL","MINGASNPL","GASNPL",2053,2.09665682366653
"GLOBAL","MINGASNPL","GASNPL",2054,2.1805439157126
"GLOBAL","MINGASNPL","GASNPL",2055,2.26442406805897
"GLOBAL","MINGASNPL","GASNPL",2056,2.35740910663695
"GLOBAL","MINGASNPL","GASNPL",2057,2.45040108491447
"GLOBAL","MINGASNPL","GASNPL",2058,2.54338612349227
"GLOBAL","MINGASNPL","GASNPL",2059,2.63637810176997
"GLOBAL","MINGASNPL","GASNPL",2060,2.72936314034726
"GLOBAL","MINGASNPL","GASNPL",2061,2.83141142695773
"GLOBAL","MINGASNPL","GASNPL",2062,2.93345971356759
"GLOBAL","MINGASNPL","GASNPL",2063,3.03550800017762
"GLOBAL","MINGASNPL","GASNPL",2064,3.13756322648719
"GLOBAL","MINGASNPL","GASNPL",2065,3.23961151309694
"GLOBAL","MINGASNPL","GASNPL",2066,3.35129210312832
"GLOBAL","MINGASNPL","GASNPL",2067,3.46297269315989
"GLOBAL","MINGASNPL","GASNPL",2068,3.5746532831914
"GLOBAL","MINGASNPL","GASNPL",2069,3.68634081292325
"GLOBAL","MINGASNPL","GASNPL",2070,3.7980214029541
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2020,15.4357267275857
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2021,11.1481576575641
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2022,10.9801823415475
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2023,10.812207025531
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2024,10.6442317095144
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2025,10.4762563934979
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2026,10.2188774347602
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2027,9.52765854460694
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2028,8.70601687579052
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2029,8.0608659899794
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2030,7.41572533410385
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2031,6.6858296621505
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2032,6.04107150756392
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2033,5.70028032756391
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2034,6.1583379715787
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2035,5.93764086163977
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2036,5.6913597161079
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2037,5.44507857057615
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2038,5.19879742504433
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2039,4.95254721546853
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2040,4.70626606993669
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2041,4.43795852374935
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2042,4.169650977562
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2043,4.121704772723
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2044,4.13173610888725
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2045,4.14176744505143
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2046,4.15287443469573
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2047,4.16398258095658
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2048,4.17508957060091
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2049,4.18619771686189
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2050,0.922508183313618
