REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2051,0.964448259486781
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2052,1.00638833565996
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2053,1.04832841183327
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2054,1.0902719578563
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2055,1.13221203402948
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2056,1.17870455331848
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2057,1.22520054245724
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2058,1.27169306174613
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2059,1.31818905088498
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2060,1.36468157017363
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2061,1.41570571347886
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2062,1.46672985678379
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2063,1.51775400008881
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2064,1.56878161324359
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2065,1.61980575654847
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2066,1.67564605156416
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2067,1.73148634657994
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2068,1.7873266415957
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2069,1.84317040646163
"GLOBAL","PWRCCGNPLXX01","ELCNPLXX01",2070,1.89901070147705
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2020,15.7799044500354
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2021,25.2582616289351
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2022,30.6170250538298
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2023,35.9757884787244
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2024,41.3345519036191
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2025,46.6933153285137
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2026,52.9939932167297
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2027,59.4972091930028
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2028,66.6252571682192
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2029,73.5769143605303
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2030,80.5284613228059
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2031,88.3932641296593
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2032,96.1720294182459
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2033,103.646827732246
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2034,108.588002717582
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2035,115.681776790266
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2036,123.597887722791
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2037,131.513998655316
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2038,139.430109587841
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2039,147.345226158988
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2040,155.261337091513
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2041,163.885433325377
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2042,172.509529559241
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2043,180.142935130107
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2044,187.515687865117
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2045,194.888440600127
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2046,203.051768688943
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2047,211.215946858785
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2048,219.379274947602
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2049,227.543453117443
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2050,227.534537700002
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2051,237.879248500661
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2052,248.223959301319
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2053,258.568670101978
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2054,268.914236756927
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2055,279.258947557585
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2056,290.726539186445
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2057,302.194986669594
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2058,313.662578298454
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2059,325.131025781603
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2060,336.598617410463
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2061,349.183954741784
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2062,361.769292073106
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2063,374.354629404428
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2064,386.94082259004
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2065,399.526159921362
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2066,413.299423006908
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2067,427.072686092454
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2068,440.845949178001
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2069,454.620068117837
"GLOBAL","PWRCOANPLXX01","ELCNPLXX01",2070,468.393331203384
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2020,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2021,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2022,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2023,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2024,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2025,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2026,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2027,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2028,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2029,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2030,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2031,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2032,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2033,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2034,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2035,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2036,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2037,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2038,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2039,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2040,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2041,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2042,8.12552074825723
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2043,8.89585006990682
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2044,9.86885468640873
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2045,10.8418593029108
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2046,11.9191985548731
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2047,12.9966499946155
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2048,14.0739892465779
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2049,15.1514406863202
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2050,27.6767833931553
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2051,28.9350555957591
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2052,30.193327798363
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2053,31.4516000009666
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2054,32.7099763048531
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2055,33.9682485074573
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2056,35.3631015928122
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2057,36.75805877945
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2058,38.1529118648052
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2059,39.5478690514431
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2060,40.9427221367987
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2061,42.4735314972094
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2062,44.0043408576205
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2063,45.5351502180317
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2064,47.0660636797255
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2065,48.5968730401367
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2066,50.2721749807759
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2067,51.9474769214149
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2068,53.6227788620536
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2069,55.2981849039752
"GLOBAL","PWRHYDNPLXX01","ELCNPLXX01",2070,56.9734868446142
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2020,1.30848153002162
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2021,1.48109878454354
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2022,1.65371603906546
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2023,1.82633329358739
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2024,1.99895054810931
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2025,2.17156780263124
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2026,2.43477517965283
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2027,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2028,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2029,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2030,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2031,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2032,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2033,2.929184399933
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2034,4.66495890558194
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2035,4.92588907683728
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2036,5.21706725084403
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2037,5.50824542485075
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2038,5.79942359885746
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2039,6.09056519728648
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2040,6.38174337129315
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2041,6.69896335661666
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2042,7.01618334194015
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2043,7.33340332726363
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2044,7.65062331258706
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2045,7.96784329791052
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2046,8.3190785704877
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2047,8.67035041864242
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2048,9.0215856912196
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2049,9.37285753937449
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2050,9.72412938752923
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2051,10.1662183950935
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2052,10.6083074026578
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2053,11.0503964102221
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2054,11.492521993364
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2055,11.9346110009282
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2056,12.4246871664246
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2057,12.9147999074985
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2058,13.4048760729947
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2059,13.8949888140689
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2060,14.385064979565
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2061,14.9229088495274
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2062,15.4607527194895
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2063,15.9985965894516
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2064,16.5364770349914
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2065,17.0743209049535
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2066,17.6629316767522
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2067,18.251542448551
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2068,18.84015322035
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2069,19.4288005677265
"GLOBAL","PWRSPVNPLXX01","ELCNPLXX01",2070,20.0174113395249
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2020,40.6559406559
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2021,46.0193460193
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2022,51.3827513827
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2023,56.7461567461
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2024,62.1095621095
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2025,67.4729674729
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2026,73.7794737794
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2027,80.0858800858
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2028,86.3922863922
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2029,92.6987926987
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2030,99.0051990051
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2031,106.14010614
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2032,113.274113274
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2033,120.408120408
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2034,127.543127543
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2035,134.677134677
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2036,142.638142638
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2037,150.599150599
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2038,158.56015856
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2039,166.52016652
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2040,174.481174481
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2041,183.154183154
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2042,191.827191827
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2043,200.5002005
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2044,209.173209173
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2045,217.846217846
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2046,227.449227449
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2047,237.053237053
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2048,246.656246656
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2049,256.26025626
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2050,265.864265864
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2051,277.951277951
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2052,290.038290038
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2053,302.125302125
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2054,314.213314213
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2055,326.3003263
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2056,339.699339699
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2057,353.099353099
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2058,366.498366498
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2059,379.898379898
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2060,393.297393297
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2061,408.002408002
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2062,422.707422707
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2063,437.412437412
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2064,452.118452118
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2065,466.823466823
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2066,482.916482916
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2067,499.009499009
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2068,515.102515102
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2069,531.196531196
"GLOBAL","PWRTRNNPLXX","ELCNPLXX02",2070,547.289547289
"GLOBAL","PWRWOFNPLXX01","ELCNPLXX01",2020,0.0063072
"GLOBAL","PWRWOFNPLXX01","ELCNPLXX01",2021,0.0063072
"GLOBAL","PWRWOFNPLXX01","ELCNPLXX01",2022,0.0063072
"GLOBAL","PWRWOFNPLXX01","ELCNPLXX01",2023,0.0063072
"GLOBAL","PWRWOFNPLXX01","ELCNPLXX01",2024,0.0063072
