REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"R1","HYDRO","ELC_01",2029,21559.4
"R1","HYDRO","ELC_01",2030,21941.6
"R1","HYDRO","ELC_01",2031,22323.8
"R1","HYDRO","ELC_01",2032,22705.9
"R1","HYDRO","ELC_01",2033,23088.1
"R1","HYDRO","ELC_01",2034,23470.2
"R1","HYDRO","ELC_01",2035,23852.4
"R1","HYDRO","ELC_01",2036,24234.6
"R1","HYDRO","ELC_01",2037,24616.7
"R1","HYDRO","ELC_01",2038,24998.9
"R1","HYDRO","ELC_01",2039,25381
"R1","HYDRO","ELC_01",2040,25763.2
"R1","HYDRO","ELC_01",2041,26145.4
"R1","HYDRO","ELC_01",2042,26527.5
"R1","HYDRO","ELC_01",2043,26909.7
"R1","HYDRO","ELC_01",2044,27291.8
"R1","HYDRO","ELC_01",2045,27674
"R1","HYDRO","ELC_01",2046,28056.2
"R1","HYDRO","ELC_01",2047,28438.3
"R1","HYDRO","ELC_01",2048,28820.5
"R1","HYDRO","ELC_01",2049,29202.6
"R1","HYDRO","ELC_01",2050,29584.8
"R1","HYDRO","ELC_01",2051,29967
"R1","HYDRO","ELC_01",2052,30349.1
"R1","HYDRO","ELC_01",2053,30731.3
"R1","HYDRO","ELC_01",2054,31113.4
"R1","HYDRO","ELC_01",2055,31495.6
"R1","HYDRO","ELC_01",2056,31877.8
"R1","HYDRO","ELC_01",2057,32259.9
"R1","HYDRO","ELC_01",2058,32642.1
"R1","HYDRO","ELC_01",2059,33024.2
"R1","HYDRO","ELC_01",2060,33406.4
"R1","HYDRO","ELC_01",2061,33788.6
"R1","HYDRO","ELC_01",2062,34170.7
"R1","HYDRO","ELC_01",2063,34552.9
"R1","HYDRO","ELC_01",2064,34935
"R1","HYDRO","ELC_01",2065,35317.2
"R1","HYDRO","ELC_01",2066,35699.4
"R1","HYDRO","ELC_01",2067,36081.5
"R1","HYDRO","ELC_01",2068,36463.7
"R1","HYDRO","ELC_01",2069,36845.8
"R1","HYDRO","ELC_01",2070,37228
