REGION,TECHNOLOGY,VALUE
"R1","TRANSMISSION",1411374
"R1","MINE_WATER",1075731.21424149
"R1","HYDRO",977937.46749226
"R1","MINE_FOSSIL",1083591.33126935
"R1","FOSSIL",433436.53250774
