REGION,TECHNOLOGY,VALUE
"R1","TRANSMISSION",1411374
"R1","MINE_WATER",287490.06
"R1","HYDRO",261354.6
"R1","MINE_FOSSIL",2875048.5
"R1","FOSSIL",1150019.4
