REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
"R1","S1D1","TRANSMISSION",1,"ELC_02",2020,17300.976
"R1","S1D1","TRANSMISSION",1,"ELC_02",2021,17665.90056
"R1","S1D1","TRANSMISSION",1,"ELC_02",2022,18030.72964
"R1","S1D1","TRANSMISSION",1,"ELC_02",2023,18395.6542
"R1","S1D1","TRANSMISSION",1,"ELC_02",2024,18760.48328
"R1","S1D1","TRANSMISSION",1,"ELC_02",2025,19125.40784
"R1","S1D1","TRANSMISSION",1,"ELC_02",2026,19490.3324
"R1","S1D1","TRANSMISSION",1,"ELC_02",2027,19855.16148
"R1","S1D1","TRANSMISSION",1,"ELC_02",2028,20220.08604
"R1","S1D1","TRANSMISSION",1,"ELC_02",2029,20584.91512
"R1","S1D1","TRANSMISSION",1,"ELC_02",2030,20949.83968
"R1","S1D1","TRANSMISSION",1,"ELC_02",2031,21314.76424
"R1","S1D1","TRANSMISSION",1,"ELC_02",2032,21679.59332
"R1","S1D1","TRANSMISSION",1,"ELC_02",2033,22044.51788
"R1","S1D1","TRANSMISSION",1,"ELC_02",2034,22409.34696
"R1","S1D1","TRANSMISSION",1,"ELC_02",2035,22774.27152
"R1","S1D1","TRANSMISSION",1,"ELC_02",2036,23139.19608
"R1","S1D1","TRANSMISSION",1,"ELC_02",2037,23504.02516
"R1","S1D1","TRANSMISSION",1,"ELC_02",2038,23868.94972
"R1","S1D1","TRANSMISSION",1,"ELC_02",2039,24233.7788
"R1","S1D1","TRANSMISSION",1,"ELC_02",2040,24598.70336
"R1","S1D1","TRANSMISSION",1,"ELC_02",2041,24963.62792
"R1","S1D1","TRANSMISSION",1,"ELC_02",2042,25328.457
"R1","S1D1","TRANSMISSION",1,"ELC_02",2043,25693.38156
"R1","S1D1","TRANSMISSION",1,"ELC_02",2044,26058.21064
"R1","S1D1","TRANSMISSION",1,"ELC_02",2045,26423.1352
"R1","S1D1","TRANSMISSION",1,"ELC_02",2046,26788.05976
"R1","S1D1","TRANSMISSION",1,"ELC_02",2047,27152.88884
"R1","S1D1","TRANSMISSION",1,"ELC_02",2048,27517.8134
"R1","S1D1","TRANSMISSION",1,"ELC_02",2049,27882.64248
"R1","S1D1","TRANSMISSION",1,"ELC_02",2050,28247.56704
"R1","S1D1","TRANSMISSION",1,"ELC_02",2051,28612.4916
"R1","S1D1","TRANSMISSION",1,"ELC_02",2052,28977.32068
"R1","S1D1","TRANSMISSION",1,"ELC_02",2053,29342.24524
"R1","S1D1","TRANSMISSION",1,"ELC_02",2054,29707.07432
"R1","S1D1","TRANSMISSION",1,"ELC_02",2055,30071.99888
"R1","S1D1","TRANSMISSION",1,"ELC_02",2056,30436.92344
"R1","S1D1","TRANSMISSION",1,"ELC_02",2057,30801.75252
"R1","S1D1","TRANSMISSION",1,"ELC_02",2058,31166.67708
"R1","S1D1","TRANSMISSION",1,"ELC_02",2059,31531.50616
"R1","S1D1","TRANSMISSION",1,"ELC_02",2060,31896.43072
"R1","S1D1","TRANSMISSION",1,"ELC_02",2061,32261.35528
"R1","S1D1","TRANSMISSION",1,"ELC_02",2062,32626.18436
"R1","S1D1","TRANSMISSION",1,"ELC_02",2063,32991.10892
"R1","S1D1","TRANSMISSION",1,"ELC_02",2064,33355.938
"R1","S1D1","TRANSMISSION",1,"ELC_02",2065,33720.86256
"R1","S1D1","TRANSMISSION",1,"ELC_02",2066,34085.78712
"R1","S1D1","TRANSMISSION",1,"ELC_02",2067,34450.6162
"R1","S1D1","TRANSMISSION",1,"ELC_02",2068,34815.54076
"R1","S1D1","TRANSMISSION",1,"ELC_02",2069,35180.36984
"R1","S1D1","TRANSMISSION",1,"ELC_02",2070,35545.2944
"R1","S1D1","MINE_WATER",1,"WATER",2020,11274.12
"R1","S1D1","MINE_WATER",1,"WATER",2021,11048.6376
"R1","S1D1","MINE_WATER",1,"WATER",2022,10823.1552
"R1","S1D1","MINE_WATER",1,"WATER",2023,10597.6728
"R1","S1D1","MINE_WATER",1,"WATER",2024,10372.1904
"R1","S1D1","MINE_WATER",1,"WATER",2025,10146.708
"R1","S1D1","MINE_WATER",1,"WATER",2026,9921.2256
"R1","S1D1","MINE_WATER",1,"WATER",2027,9695.7432
"R1","S1D1","MINE_WATER",1,"WATER",2028,9470.2608
"R1","S1D1","MINE_WATER",1,"WATER",2029,9244.7784
"R1","S1D1","MINE_WATER",1,"WATER",2030,9019.296
"R1","S1D1","MINE_WATER",1,"WATER",2031,8793.8136
"R1","S1D1","MINE_WATER",1,"WATER",2032,8568.3312
"R1","S1D1","MINE_WATER",1,"WATER",2033,8342.8488
"R1","S1D1","MINE_WATER",1,"WATER",2034,8117.3664
"R1","S1D1","MINE_WATER",1,"WATER",2035,7891.884
"R1","S1D1","MINE_WATER",1,"WATER",2036,7666.4016
"R1","S1D1","MINE_WATER",1,"WATER",2037,7440.9192
"R1","S1D1","MINE_WATER",1,"WATER",2038,7215.4368
"R1","S1D1","MINE_WATER",1,"WATER",2039,6989.9544
"R1","S1D1","MINE_WATER",1,"WATER",2040,6764.472
"R1","S1D1","MINE_WATER",1,"WATER",2041,6538.9896
"R1","S1D1","MINE_WATER",1,"WATER",2042,6313.5072
"R1","S1D1","MINE_WATER",1,"WATER",2043,6088.0248
"R1","S1D1","MINE_WATER",1,"WATER",2044,5862.5424
"R1","S1D1","MINE_WATER",1,"WATER",2045,5637.06
"R1","S1D1","MINE_WATER",1,"WATER",2046,5411.5776
"R1","S1D1","MINE_WATER",1,"WATER",2047,5186.0952
"R1","S1D1","MINE_WATER",1,"WATER",2048,4960.6128
"R1","S1D1","MINE_WATER",1,"WATER",2049,4735.1304
"R1","S1D1","MINE_WATER",1,"WATER",2050,4509.648
"R1","S1D1","MINE_WATER",1,"WATER",2051,4284.1656
"R1","S1D1","MINE_WATER",1,"WATER",2052,4058.6832
"R1","S1D1","MINE_WATER",1,"WATER",2053,3833.2008
"R1","S1D1","MINE_WATER",1,"WATER",2054,3607.7184
"R1","S1D1","MINE_WATER",1,"WATER",2055,3382.236
"R1","S1D1","MINE_WATER",1,"WATER",2056,3156.7536
"R1","S1D1","MINE_WATER",1,"WATER",2057,2931.27120000001
"R1","S1D1","MINE_WATER",1,"WATER",2058,2705.78880000001
"R1","S1D1","MINE_WATER",1,"WATER",2059,2480.3064
"R1","S1D1","MINE_WATER",1,"WATER",2060,2254.824
"R1","S1D1","MINE_WATER",1,"WATER",2061,2029.3416
"R1","S1D1","MINE_WATER",1,"WATER",2062,1803.8592
"R1","S1D1","MINE_WATER",1,"WATER",2063,1578.3768
"R1","S1D1","MINE_WATER",1,"WATER",2064,1352.8944
"R1","S1D1","MINE_WATER",1,"WATER",2065,1127.412
"R1","S1D1","MINE_WATER",1,"WATER",2066,901.9296
"R1","S1D1","MINE_WATER",1,"WATER",2067,676.4472
"R1","S1D1","MINE_WATER",1,"WATER",2068,450.9648
"R1","S1D1","MINE_WATER",1,"WATER",2069,225.4824
"R1","S1D1","HYDRO",1,"ELC_01",2020,10249.2
"R1","S1D1","HYDRO",1,"ELC_01",2021,10044.216
"R1","S1D1","HYDRO",1,"ELC_01",2022,9839.232
"R1","S1D1","HYDRO",1,"ELC_01",2023,9634.248
"R1","S1D1","HYDRO",1,"ELC_01",2024,9429.264
"R1","S1D1","HYDRO",1,"ELC_01",2025,9224.27999999999
"R1","S1D1","HYDRO",1,"ELC_01",2026,9019.296
"R1","S1D1","HYDRO",1,"ELC_01",2027,8814.312
"R1","S1D1","HYDRO",1,"ELC_01",2028,8609.328
"R1","S1D1","HYDRO",1,"ELC_01",2029,8404.344
"R1","S1D1","HYDRO",1,"ELC_01",2030,8199.36
"R1","S1D1","HYDRO",1,"ELC_01",2031,7994.376
"R1","S1D1","HYDRO",1,"ELC_01",2032,7789.392
"R1","S1D1","HYDRO",1,"ELC_01",2033,7584.408
"R1","S1D1","HYDRO",1,"ELC_01",2034,7379.424
"R1","S1D1","HYDRO",1,"ELC_01",2035,7174.44
"R1","S1D1","HYDRO",1,"ELC_01",2036,6969.456
"R1","S1D1","HYDRO",1,"ELC_01",2037,6764.472
"R1","S1D1","HYDRO",1,"ELC_01",2038,6559.488
"R1","S1D1","HYDRO",1,"ELC_01",2039,6354.504
"R1","S1D1","HYDRO",1,"ELC_01",2040,6149.52
"R1","S1D1","HYDRO",1,"ELC_01",2041,5944.536
"R1","S1D1","HYDRO",1,"ELC_01",2042,5739.552
"R1","S1D1","HYDRO",1,"ELC_01",2043,5534.568
"R1","S1D1","HYDRO",1,"ELC_01",2044,5329.584
"R1","S1D1","HYDRO",1,"ELC_01",2045,5124.6
"R1","S1D1","HYDRO",1,"ELC_01",2046,4919.616
"R1","S1D1","HYDRO",1,"ELC_01",2047,4714.632
"R1","S1D1","HYDRO",1,"ELC_01",2048,4509.648
"R1","S1D1","HYDRO",1,"ELC_01",2049,4304.664
"R1","S1D1","HYDRO",1,"ELC_01",2050,4099.68
"R1","S1D1","HYDRO",1,"ELC_01",2051,3894.696
"R1","S1D1","HYDRO",1,"ELC_01",2052,3689.712
"R1","S1D1","HYDRO",1,"ELC_01",2053,3484.728
"R1","S1D1","HYDRO",1,"ELC_01",2054,3279.744
"R1","S1D1","HYDRO",1,"ELC_01",2055,3074.76
"R1","S1D1","HYDRO",1,"ELC_01",2056,2869.776
"R1","S1D1","HYDRO",1,"ELC_01",2057,2664.79200000001
"R1","S1D1","HYDRO",1,"ELC_01",2058,2459.80800000001
"R1","S1D1","HYDRO",1,"ELC_01",2059,2254.824
"R1","S1D1","HYDRO",1,"ELC_01",2060,2049.84
"R1","S1D1","HYDRO",1,"ELC_01",2061,1844.856
"R1","S1D1","HYDRO",1,"ELC_01",2062,1639.872
"R1","S1D1","HYDRO",1,"ELC_01",2063,1434.888
"R1","S1D1","HYDRO",1,"ELC_01",2064,1229.904
"R1","S1D1","HYDRO",1,"ELC_01",2065,1024.92
"R1","S1D1","HYDRO",1,"ELC_01",2066,819.936
"R1","S1D1","HYDRO",1,"ELC_01",2067,614.952
"R1","S1D1","HYDRO",1,"ELC_01",2068,409.968
"R1","S1D1","HYDRO",1,"ELC_01",2069,204.984
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2020,17629.44
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2021,19054.2114
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2022,20478.7441
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2023,21903.5155
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2024,23328.0482
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2025,24752.8196
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2026,26177.591
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2027,27602.1237
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2028,29026.8951
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2029,30451.4278
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2030,31876.1992
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2031,33300.9706
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2032,34725.5033
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2033,36150.2747
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2034,37574.8074
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2035,38999.5788
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2036,40424.3502
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2037,41848.8829
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2038,43273.6543
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2039,44698.187
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2040,46122.9584
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2041,47547.7298
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2042,48972.2625
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2043,50397.0339
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2044,51821.5666
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2045,53246.338
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2046,54671.1094
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2047,56095.6421
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2048,57520.4135
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2049,58944.9462
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2050,60369.7176
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2051,61794.489
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2052,63219.0217
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2053,64643.7931
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2054,66068.3258
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2055,67493.0972
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2056,68917.8686
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2057,70342.4013000001
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2058,71767.1726999999
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2059,73191.7054
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2060,74616.4768
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2061,76041.2482
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2062,77465.7809
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2063,78890.5523
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2064,80315.085
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2065,81739.8564
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2066,83164.6278
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2067,84589.1605
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2068,86013.9319
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2069,87438.4646
"R1","S1D1","MINE_FOSSIL",1,"FOSSIL_FUEL",2070,88863.236
"R1","S1D1","FOSSIL",1,"ELC_01",2020,7051.776
"R1","S1D1","FOSSIL",1,"ELC_01",2021,7621.68456
"R1","S1D1","FOSSIL",1,"ELC_01",2022,8191.49764
"R1","S1D1","FOSSIL",1,"ELC_01",2023,8761.4062
"R1","S1D1","FOSSIL",1,"ELC_01",2024,9331.21928
"R1","S1D1","FOSSIL",1,"ELC_01",2025,9901.12784000001
"R1","S1D1","FOSSIL",1,"ELC_01",2026,10471.0364
"R1","S1D1","FOSSIL",1,"ELC_01",2027,11040.84948
"R1","S1D1","FOSSIL",1,"ELC_01",2028,11610.75804
"R1","S1D1","FOSSIL",1,"ELC_01",2029,12180.57112
"R1","S1D1","FOSSIL",1,"ELC_01",2030,12750.47968
"R1","S1D1","FOSSIL",1,"ELC_01",2031,13320.38824
"R1","S1D1","FOSSIL",1,"ELC_01",2032,13890.20132
"R1","S1D1","FOSSIL",1,"ELC_01",2033,14460.10988
"R1","S1D1","FOSSIL",1,"ELC_01",2034,15029.92296
"R1","S1D1","FOSSIL",1,"ELC_01",2035,15599.83152
"R1","S1D1","FOSSIL",1,"ELC_01",2036,16169.74008
"R1","S1D1","FOSSIL",1,"ELC_01",2037,16739.55316
"R1","S1D1","FOSSIL",1,"ELC_01",2038,17309.46172
"R1","S1D1","FOSSIL",1,"ELC_01",2039,17879.2748
"R1","S1D1","FOSSIL",1,"ELC_01",2040,18449.18336
"R1","S1D1","FOSSIL",1,"ELC_01",2041,19019.09192
"R1","S1D1","FOSSIL",1,"ELC_01",2042,19588.905
"R1","S1D1","FOSSIL",1,"ELC_01",2043,20158.81356
"R1","S1D1","FOSSIL",1,"ELC_01",2044,20728.62664
"R1","S1D1","FOSSIL",1,"ELC_01",2045,21298.5352
"R1","S1D1","FOSSIL",1,"ELC_01",2046,21868.44376
"R1","S1D1","FOSSIL",1,"ELC_01",2047,22438.25684
"R1","S1D1","FOSSIL",1,"ELC_01",2048,23008.1654
"R1","S1D1","FOSSIL",1,"ELC_01",2049,23577.97848
"R1","S1D1","FOSSIL",1,"ELC_01",2050,24147.88704
"R1","S1D1","FOSSIL",1,"ELC_01",2051,24717.7956
"R1","S1D1","FOSSIL",1,"ELC_01",2052,25287.60868
"R1","S1D1","FOSSIL",1,"ELC_01",2053,25857.51724
"R1","S1D1","FOSSIL",1,"ELC_01",2054,26427.33032
"R1","S1D1","FOSSIL",1,"ELC_01",2055,26997.23888
"R1","S1D1","FOSSIL",1,"ELC_01",2056,27567.14744
"R1","S1D1","FOSSIL",1,"ELC_01",2057,28136.96052
"R1","S1D1","FOSSIL",1,"ELC_01",2058,28706.86908
"R1","S1D1","FOSSIL",1,"ELC_01",2059,29276.68216
"R1","S1D1","FOSSIL",1,"ELC_01",2060,29846.59072
"R1","S1D1","FOSSIL",1,"ELC_01",2061,30416.49928
"R1","S1D1","FOSSIL",1,"ELC_01",2062,30986.31236
"R1","S1D1","FOSSIL",1,"ELC_01",2063,31556.22092
"R1","S1D1","FOSSIL",1,"ELC_01",2064,32126.034
"R1","S1D1","FOSSIL",1,"ELC_01",2065,32695.94256
"R1","S1D1","FOSSIL",1,"ELC_01",2066,33265.85112
