REGION,YEAR,VALUE
"R1",2020,64294.9539030043
"R1",2021,90156.9703226513
"R1",2022,91611.9874382933
"R1",2023,89803.0693240528
"R1",2024,87952.3526450812
"R1",2025,86080.2972838048
"R1",2026,84184.4316034123
"R1",2027,82270.9908634222
"R1",2028,80354.1037334715
"R1",2029,78428.2545464495
"R1",2030,76508.3413835939
"R1",2031,74591.3488223091
"R1",2032,72681.1348939802
"R1",2033,70787.7912499158
"R1",2034,68906.064286278
"R1",2035,67046.7394830387
"R1",2036,65206.6088857804
"R1",2037,63387.8903231288
"R1",2038,61597.7241632652
"R1",2039,59831.2638751794
"R1",2040,58096.2647409006
"R1",2041,56389.55093587
"R1",2042,54552.8877097073
"R1",2043,52758.1625543704
"R1",2044,51000.7521835569
"R1",2045,49285.6681612536
"R1",2046,47609.7329506868
"R1",2047,45973.0528530192
"R1",2048,44378.4791974141
"R1",2049,42822.275115954
"R1",2050,41307.6064960785
"R1",2051,42825.8216814484
"R1",2052,41716.7417811021
"R1",2053,40058.493331816
"R1",2054,38448.8819425959
"R1",2055,36891.2093379049
"R1",2056,35381.2742105708
"R1",2057,33918.1167833946
"R1",2058,32503.083623382
"R1",2059,31131.9968026429
"R1",2060,29806.5134623436
"R1",2061,28523.5929626736
"R1",2062,27282.2455625649
"R1",2063,26082.7991111474
"R1",2064,24922.4322124582
"R1",2065,23801.5701709538
"R1",2066,22718.1357956304
"R1",2067,21671.1673303816
"R1",2068,20660.2434440698
"R1",2069,19683.6522969394
"R1",2070,18740.8984723402
