,mu,mu_star,sigma,mu_star_conf
Capital_Hydro,-376.42782765000004,376.42782765000004,482.57989328666883,309.4108904862238
Capital_Fossil,112.50526754999999,112.50526754999999,241.2073312784547,145.9070652221969
Fixed_Hydro,-188.1686292,188.1686292,202.59817723788822,106.31434837856006
Fixed_Fossil,126.74893064999999,126.74893064999999,182.83931773388142,110.5706978073911
Variable_Fossil,1523.83954005,1523.83954005,934.196784099876,541.0182831954266
Efficiency_Fossil,200.72935139999998,215.15074140000002,287.7710481912669,160.63170057525969
OpLife_Hydro,110.69708935499993,110.69708935499993,332.0076963317874,213.0303169704345
OpLife_Fossil,-338.87848755,338.87848755,414.7371748393241,276.01959491867854
Demand,208.08836580000002,208.08836580000002,281.8821153583563,156.40211836193518
