,mu,mu_star,sigma,mu_star_conf
Capital_Hydro,586.3440739800001,586.3440739800001,464.79754625468956,279.8360338373606
Capital_Fossil,-153.35286051044997,153.35286051044997,246.38220752816923,137.5906441423823
Fixed_Hydro,241.170964329,241.170964329,184.26556427947273,109.81333343659948
Fixed_Fossil,-158.26009801650002,158.26009801650002,184.4805210206369,104.15792592461345
Variable_Fossil,-1672.7213141130003,1672.7213141130003,1100.8981276304332,653.2168837348119
Efficiency_Fossil,-364.31641585200003,364.31641585200003,296.8879360539186,155.95176421798755
OpLife_Hydro,-91.01406620955001,91.01406647955002,132.24426090704398,67.75419821839162
OpLife_Fossil,-196.64485735650004,246.7804491945,313.9276231219649,152.79551907679618
Demand,501.64603075649995,501.64603075649995,286.73376784976983,166.92961865426238
